city,idx,name,img,w,h,ratio,page
salvador,3,Salvador Cathedral (Sé),images/landmarks/salvador-salvador-cathedral.webp,1066,1599,0.667,https://commons.wikimedia.org/wiki/File:Catedral_Basílica_de_Salvador_2018-0111.jpg
san-antonio,1,San Antonio River Walk,images/landmarks/san-antonio-san-antonio-river-walk.webp,600,900,0.667,https://commons.wikimedia.org/wiki/File:Riverwalk20.jpg
skopje,3,Old Bazaar (Stara Čaršija),images/landmarks/skopje-old-bazaar.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Old_Bazaar,_Skopje_2018.jpg"
split,5,Grgur Ninski Statue (Gregory of Nin),images/landmarks/split-grgur-ninski-statue.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Gregory_of_Nin_statue_in_Split,_Croatia_(48693918937).jpg"
split,9,Klis Fortress,images/landmarks/split-klis-fortress.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Fortress_of_Klis_02.jpg
tarragona,4,Passeig Arqueològic (Roman Walls),images/landmarks/tarragona-passeig-arqueologic-roman-walls.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Muralla_romana,_Passeig_Arqueol%C3%B2gic,_05,_torre.jpg"
thessaloniki,7,Aristotelous Square,images/landmarks/thessaloniki-aristotelous-square.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Thessaloniki_Aristotelous_Square_from_Mitropoleous_up.jpg
tokyo,8,teamLab Planets TOKYO,images/landmarks/tokyo-teamlab-planets.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:At_teamLab_Planets_(48277798316).jpg
toronto,5,Toronto City Hall,images/landmarks/toronto-toronto-city-hall.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:City_Hall_-_Toronto,_Ontario,_Canada_-_October_16,_2023_01.jpg"
toulouse,8,Canal du Midi,images/landmarks/toulouse-canal-du-midi.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:J20_696_Canal_du_Midi.jpg
trier,2,Liebfrauenkirche (Church of Our Lady),images/landmarks/trier-liebfrauenkirche.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Trier,_Liebfrauenkirche_--_2015_--_6137.jpg"
trinidad,8,Cerro de la Vigía and Ermita de la Popa,images/landmarks/trinidad-cerro-de-la-vigia.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Ermita_de_la_Popa_-_Trinidad_-_01.jpg
turku,4,Forum Marinum and Museum Ships,images/landmarks/turku-forum-marinum.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Turku_-_Forum_Marinum_-_Suomen_Joutsen_01.jpg
yangon,2,Botataung Pagoda,images/landmarks/yangon-botataung-pagoda.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Botataung_Pagoda_stupa_with_flags_Yangon_Myanmar.jpg
yangon,5,Bogyoke Aung San Market,images/landmarks/yangon-bogyoke-aung-san-market.webp,1024,1536,0.667,https://commons.wikimedia.org/wiki/File:Myanmar-Yangon-Bogyoke_market.jpg
yaounde,0,Notre-Dame des Victoires Cathedral,images/landmarks/yaounde-notre-dame-des-victoires-cathedral.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Cathédrale_Notre_Dame_de_Victoire_de_Yaoundé-01.jpg
yogyakarta,7,Tugu Yogyakarta,images/landmarks/yogyakarta-tugu-yogyakarta.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Yogyakarta_Indonesia_Tugu-Yogyakarta-01.jpg
yokohama,1,Cosmo Clock 21 (Ferris Wheel),images/landmarks/yokohama-cosmo-clock-21.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Cosmo_clock_21_ferris_wheel_yokohama.jpg
zagreb,0,St. Mark's Church,images/landmarks/zagreb-st-marks-church.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:St._Mark's_Church,_Zagreb_04.jpg"
zhangjiajie,2,Tianmen Mountain,images/landmarks/zhangjiajie-tianmen-mountain.webp,1066,1599,0.667,https://commons.wikimedia.org/wiki/File:Tianmen_Mountain_Heaven_Gate_arch_Zhangjiajie.jpg
fenghuang,5,Former Residence of Shen Congwen,images/landmarks/fenghuang-former-residence-of-shen-congwen.webp,400,599,0.668,https://en.wikipedia.org/wiki/Shen_Congwen
nimes,7,Cathédrale Notre-Dame-et-Saint-Castor,images/landmarks/nimes-cathedrale-notre-dame-saint-castor.webp,1069,1600,0.668,https://commons.wikimedia.org/wiki/File:Exterior_of_the_Cathedral_of_Nimes_(7).jpg
sana-a,1,Great Mosque of Sana'a,images/landmarks/sanaa-great-mosque-of-sanaa.webp,684,1024,0.668,https://commons.wikimedia.org/wiki/File:Old_City%2C_Sana%27a%2C_Yemen_%2815335600470%29.jpg
alesund,1,Art Nouveau Town Centre (Jugendstil district),images/landmarks/alesund-art-nouveau-town-centre.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Alesund_Kongensgate_12.jpg
anchorage,5,Ship Creek,images/landmarks/anchorage-ship-creek.webp,1070,1600,0.669,https://commons.wikimedia.org/wiki/File:Ship_Creek_Fishing_-_Anchorage.jpg
boston,4,Bunker Hill Monument,images/landmarks/boston-bunker-hill-monument.webp,1071,1600,0.669,https://en.wikipedia.org/wiki/Bunker_Hill_Monument
charleston,5,St. Michael's Church,images/landmarks/charleston-st-michaels-church.webp,685,1024,0.669,"https://commons.wikimedia.org/wiki/File:St._Michael%27s_Episcopal_Church_(Charleston,_South_Carolina)_02.JPG"
dublin,9,Spire of Dublin,images/landmarks/dublin-spire-of-dublin.webp,1070,1600,0.669,https://commons.wikimedia.org/wiki/File:E4324-Spire-of-Dublin.jpg
dusseldorf,7,Basilika St. Lambertus,images/landmarks/dusseldorf-basilika-st-lambertus.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:St._Lambertus_Düsseldorf.jpg
el-calafate,6,Estancia Cristina,images/landmarks/el-calafate-estancia-cristina.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:El_Calafate_-_Iglesita_en_estancia_Cristina.jpg
ha-long,8,Long Tien Pagoda,images/landmarks/ha-long-long-tien-pagoda.webp,1280,1912,0.669,https://en.wikipedia.org/wiki/%C4%90%E1%BB%8Di_S%C6%A1n_Pagoda
halifax,8,St. Paul's Church,images/landmarks/halifax-st-pauls-church.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Halifax_-_NS_-_St._Paul%E2%80%99s_Church.jpg
iquitos,4,Iglesia Matriz de Iquitos (San Juan Bautista),images/landmarks/iquitos-iglesia-matriz-de-iquitos-san-juan-bautista.webp,1070,1600,0.669,https://commons.wikimedia.org/wiki/File:Iglesia_Matriz_de_Iquitos.jpg
kazan,3,Bauman Street,images/landmarks/kazan-bauman-street.webp,1070,1600,0.669,https://commons.wikimedia.org/wiki/File:Baumana_Street_Kazan_Russia_2009_sept_06.jpg
knysna,8,Knysna Elephant Park,images/landmarks/knysna-knysna-elephant-park.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Elephants_in_Knysna_-_panoramio.jpg
macau,1,Senado Square (Largo do Senado),images/landmarks/macau-senado-square.webp,1071,1600,0.669,"https://commons.wikimedia.org/wiki/File:Senado_Square,_Macau_-_20101117.jpg"
mingora,4,Jehanabad Buddha,images/landmarks/mingora-jehanabad-buddha.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Jahanabad_Buddha_Statue_(6).jpg
montevideo,1,Palacio Salvo,images/landmarks/montevideo-palacio-salvo.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Montevideo_Palacio_Salvo-20110506-RM-114438.jpg
portland,1,Portlandia Statue,images/landmarks/portland-portlandia-statue.webp,1071,1600,0.669,"https://commons.wikimedia.org/wiki/File:Portlandia_Statue,_Portland_-_DPLA_-_fbf0ce94cb74678c246a445f38d9d6ba.jpg"
sa-pa,5,Thac Bac (Silver Waterfall),images/landmarks/sa-pa-thac-bac-silver-waterfall.webp,685,1024,0.669,https://commons.wikimedia.org/wiki/File:Th%C3%A1c_B%E1%BA%A1c.jpg
salvador,4,Igreja do Bonfim (Church of Nosso Senhor do Bonfim),images/landmarks/salvador-igreja-do-bonfim.webp,1070,1600,0.669,"https://commons.wikimedia.org/wiki/File:Bonfim_Church,_Salvador_20150720-DSC05483.JPG"
salzburg,2,Salzburg Cathedral (Salzburger Dom),images/landmarks/salzburg-salzburg-cathedral.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Salzburg_Cathedral_1.jpg
sigiriya,7,Dambulla Cave Temple,images/landmarks/sigiriya-dambulla-cave-temple.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Buddha_Dambulla_2.jpg
sukhothai,1,Wat Si Chum,images/landmarks/sukhothai-wat-si-chum.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Wat_Si_Chum_Sukhothai_Thailand.jpg
tampa,4,Tampa Theatre,images/landmarks/tampa-tampa-theatre.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Tampa_Theatre_2013.jpg
velikiy-novgorod,8,Kokui Tower,images/landmarks/velikiy-novgorod-kokui-tower.webp,771,1152,0.669,https://commons.wikimedia.org/wiki/File:Velikiy_Novgorod_Detinets_Kokui_02.jpg
vladimir,5,Old Vladimir Museum (Water Tower),images/landmarks/vladimir-water-tower-museum.webp,1071,1600,0.669,"https://commons.wikimedia.org/wiki/File:Водонапорная,_ныне_Смотровая_башня.jpg"
zacatecas,3,Teleférico de Zacatecas,images/landmarks/zacatecas-teleferico.webp,1071,1600,0.669,https://commons.wikimedia.org/wiki/File:Teleférico_de_Zacatecas.jpg
dunedin,2,Taiaroa Head and the Royal Albatross Centre,images/landmarks/dunedin-taiaroa-head-and-the-royal-albatross-centre.webp,1072,1600,0.67,https://commons.wikimedia.org/wiki/File:Taiaroa_Head_2.jpg
pokhara,2,Sarangkot,images/landmarks/pokhara-sarangkot.webp,1074,1600,0.671,https://commons.wikimedia.org/wiki/File:Sarangkot_Pokhara.jpg
rabat,1,Mausoleum of Mohammed V,images/landmarks/rabat-mausoleum-mohammed-v.webp,1073,1600,0.671,"https://commons.wikimedia.org/wiki/File:Honor_guard_at_Mausoleum_of_Mohammed_V,_Rabat,_Morocco.jpg"
moscow,5,Spasskaya Tower,images/landmarks/moscow-spasskaya-tower.webp,1076,1600,0.672,https://commons.wikimedia.org/wiki/File:Moscow_-_2025_-_Spasskaya_Tower.jpg
naples,5,Spaccanapoli,images/landmarks/naples-spaccanapoli.webp,1075,1600,0.672,https://commons.wikimedia.org/wiki/File:Naples_spaccanapoli.JPG
ostrava,5,Masaryk Square (Masarykovo náměstí),images/landmarks/ostrava-masaryk-square.webp,1076,1600,0.672,"https://commons.wikimedia.org/wiki/File:Ostrava,_Masarykovo_n%C3%A1m%C4%9Bst%C3%AD_2.JPG"
houston,3,Gerald D. Hines Waterwall Park,images/landmarks/houston-gerald-d-hines-waterwall-park.webp,1078,1600,0.674,https://commons.wikimedia.org/wiki/File:Gerald_D._Hines_Waterwall_Park.jpg
krakow,4,St. Mary's Basilica,images/landmarks/krakow-st-marys-basilica.webp,1079,1600,0.674,https://commons.wikimedia.org/wiki/File:Krakow_-_Kosciol_Mariacki.jpg
nablus,5,Great Mosque of Nablus,images/landmarks/nablus-great-mosque.webp,422,626,0.674,https://commons.wikimedia.org/wiki/File:Nablus_Great_Mosque.jpg
new-york,8,Rockefeller Center,images/landmarks/new-york-rockefeller-center.webp,1079,1600,0.674,"https://commons.wikimedia.org/wiki/File:New_York_City_(New_York,_USA),_Rockefeller_Center_--_2012_--_6413.jpg"
sarajevo,1,Baščaršija,images/landmarks/sarajevo-bascarsija.webp,1079,1600,0.674,https://commons.wikimedia.org/wiki/File:Sarajevo_-_view_from_Ba%C5%A1%C4%8Dar%C5%A1ija.JPG
sibiu,0,Piața Mare (Large Square),images/landmarks/sibiu-piata-mare.webp,1079,1600,0.674,https://commons.wikimedia.org/wiki/File:Sibiu_Piata_Mare_1.jpg
el-chalten,2,Cerro Torre,images/landmarks/el-chalten-cerro-torre.webp,522,773,0.675,https://commons.wikimedia.org/wiki/File:Cerro_torre_1987.jpg
maastricht,7,Helpoort (Hell's Gate),images/landmarks/maastricht-helpoort.webp,1080,1600,0.675,https://commons.wikimedia.org/wiki/File:Maastricht_Helpoort_BW_2017-08-19_13-58-28.jpg
nelspruit,3,Lone Creek Falls (Sabie),images/landmarks/nelspruit-lone-creek-falls-sabie.webp,848,1257,0.675,"https://commons.wikimedia.org/wiki/File:Lone_Creek_Falls,_Sabie.jpg"
koblenz,7,Church of Our Lady (Liebfrauenkirche),images/landmarks/koblenz-church-of-our-lady.webp,1081,1600,0.676,https://commons.wikimedia.org/wiki/File:00_6108_Koblenz_-_Liebfrauenkirche.jpg
regensburg,2,Altes Rathaus (Old Town Hall),images/landmarks/regensburg-altes-rathaus.webp,1081,1600,0.676,https://commons.wikimedia.org/wiki/File:Rathausplatz_4_Altes_Rathaus_Regensburg-3.jpg
seattle,9,Smith Tower,images/landmarks/seattle-smith-tower.webp,1082,1600,0.676,https://commons.wikimedia.org/wiki/File:Smith_Tower_in_Seattle_Washington.jpg
sopot,6,St. George's Church (Kościół św. Jerzego),images/landmarks/sopot-st-georges-church.webp,1081,1600,0.676,https://commons.wikimedia.org/wiki/File:Saint_George_church_Sopot.jpg
basel,0,Basel Minster (Basler Münster),images/landmarks/basel-basel-minster.webp,1084,1600,0.677,https://en.wikipedia.org/wiki/Basel_Minster
rouen,5,Abbatiale Saint-Ouen,images/landmarks/rouen-abbatiale-saint-ouen.webp,1084,1600,0.677,https://commons.wikimedia.org/wiki/File:Rouen_Abbatiale_Saint-Ouen_Vierungsturm_3.jpg
sanliurfa,2,Mevlid-i Halil Mosque and Cave of Abraham,images/landmarks/sanliurfa-mevlid-i-halil-mosque.webp,1084,1600,0.677,https://commons.wikimedia.org/wiki/File:Urfa_1997_080.jpg
vaduz,1,Cathedral of St. Florin,images/landmarks/vaduz-cathedral-of-st-florin.webp,1085,1600,0.678,https://commons.wikimedia.org/wiki/File:Cathedral_of_St._Florin_-_Vaduz.jpg
dar-es-salaam,4,Kariakoo Market,images/landmarks/dar-es-salaam-kariakoo-market.webp,1086,1600,0.679,https://commons.wikimedia.org/wiki/File:Kariakoo_market_dar_es_salaam.jpg
sana-a,4,Dar al-Hajar (Rock Palace),images/landmarks/sanaa-dar-al-hajar.webp,541,797,0.679,https://commons.wikimedia.org/wiki/File:Dar_al_hajar_edit.jpg
beirut,4,Martyrs' Square,images/landmarks/beirut-martyrs-square.webp,1088,1600,0.68,"https://commons.wikimedia.org/wiki/File:Launching_ceremony_of_the_Martyr's_Statue,_Beirut.jpg"
oxford,0,Radcliffe Camera,images/landmarks/oxford-radcliffe-camera.webp,1088,1600,0.68,"https://commons.wikimedia.org/wiki/File:Radcliffe_Camera,_Oxford_-_Oct_2006.jpg"
murree,1,Kashmir Point,images/landmarks/murree-kashmir-point.webp,1090,1600,0.681,https://commons.wikimedia.org/wiki/File:Kashmir_Point_-_Murree_1.jpg
bonn,0,Beethoven-Haus,images/landmarks/bonn-beethoven-haus.webp,1091,1600,0.682,https://en.wikipedia.org/wiki/Beethoven_House
chengdu,3,Wuhou Shrine (Wuhou Temple),images/landmarks/chengdu-wuhou-shrine.webp,1091,1600,0.682,"https://commons.wikimedia.org/wiki/File:Wuhou_Shrine_-_Chengdu,_China_-_DSC05476.jpg"
qingdao,6,Qingdao TV Tower,images/landmarks/qingdao-qingdao-tv-tower.webp,1092,1600,0.682,https://commons.wikimedia.org/wiki/File:TV-Tower_Qingdao.jpg
nassau,0,Queen's Staircase,images/landmarks/nassau-queens-staircase.webp,1093,1600,0.683,"https://commons.wikimedia.org/wiki/File:Queen's_staircase,_Nassau,_Bahamas.jpg"
bursa,1,Yeşil Türbe (Green Tomb),images/landmarks/bursa-yesil-turbe-green-tomb.webp,1094,1600,0.684,https://commons.wikimedia.org/wiki/File:Ye%C5%9Fil_T%C3%BCrbe_06.jpg
funchal,2,Monte Palace Tropical Garden,images/landmarks/funchal-monte-palace-garden.webp,1094,1600,0.684,https://commons.wikimedia.org/wiki/File:Monte_Palace_Tropical_Garden_-_Fountain_01.jpg
kerman,6,Jabalieh Dome,images/landmarks/kerman-jabalieh-dome.webp,1094,1600,0.684,https://commons.wikimedia.org/wiki/File:Gonbade_jabaliyeh1.jpg
reims,0,Cathédrale Notre-Dame de Reims (Reims Cathedral),images/landmarks/reims-cathedrale-notre-dame.webp,1094,1600,0.684,https://commons.wikimedia.org/wiki/File:Cathedral_of_Reims_(17).jpg
barcelona,0,Sagrada Família,images/landmarks/barcelona-sagrada-familia.webp,1099,1600,0.687,https://en.wikipedia.org/wiki/Sagrada_Fam%C3%ADlia
victoria-falls,9,Zimbabwe-Side Falls Viewpoints,images/landmarks/victoria-falls-zimbabwe-viewpoint.webp,1101,1600,0.688,https://commons.wikimedia.org/wiki/File:Simbabwe_Viewpont_Victoria_Falls_(33933889186).jpg
erfurt,8,Anger Square,images/landmarks/erfurt-anger-square.webp,1102,1600,0.689,"https://commons.wikimedia.org/wiki/File:The_building_%22Haus_zum_Schwarzen_L%C3%B6wen%22_at_Anger_square_in_Erfurt,_Germany_(35980977866).jpg"
knysna,5,Diepwalle Forest and Big Tree,images/landmarks/knysna-diepwalle-forest-and-big-tree.webp,529,768,0.689,https://commons.wikimedia.org/wiki/File:Southafrica428yellowwood.jpg
sarajevo,9,Ferhadija Street (Meeting of Cultures),images/landmarks/sarajevo-ferhadija-street.webp,1102,1600,0.689,https://commons.wikimedia.org/wiki/File:Gatan_Ferhadija_i_Sarajevo_24_juli_2023.jpg
bonn,2,Beethoven Monument,images/landmarks/bonn-beethoven-monument.webp,1105,1600,0.691,https://commons.wikimedia.org/wiki/File:Beethoven-Denkmal_Bonn.jpg
mostar,3,Kriva Ćuprija (Crooked Bridge),images/landmarks/mostar-kriva-cuprija.webp,1106,1600,0.691,https://commons.wikimedia.org/wiki/File:Mostar_BW_2024-10-01_13-12-23.jpg
osogbo,4,Nike Centre for Art and Culture,images/landmarks/osogbo-nike-centre-for-art-and-culture.webp,1105,1600,0.691,https://en.wikipedia.org/wiki/Nike_Davies-Okundaye
doha,4,West Bay Skyline,images/landmarks/doha-west-bay-skyline.webp,1107,1600,0.692,https://commons.wikimedia.org/wiki/File:Doha_-_West_Bay_Skyline_01.jpg
innsbruck,2,Bergisel Ski Jump,images/landmarks/innsbruck-bergisel-ski-jump.webp,1107,1600,0.692,https://commons.wikimedia.org/wiki/File:Bergiselschanze_Hadit_9.JPG
chisinau,2,Stephen the Great Monument,images/landmarks/chisinau-stephen-the-great-monument.webp,1108,1600,0.693,https://commons.wikimedia.org/wiki/File:Chisinau_Stefan_cel_Mare_monument.jpg
innsbruck,7,Innsbruck Cathedral (Dom St. Jakob),images/landmarks/innsbruck-innsbruck-cathedral.webp,1109,1600,0.693,https://commons.wikimedia.org/wiki/File:Innsbruck_Dom_zu_St_Jakob_Altar-20130528-RM-164113.jpg
odense,9,St. Alban's Church,images/landmarks/odense-st-albans-church.webp,1108,1600,0.693,https://commons.wikimedia.org/wiki/File:Odense_-_Sankt_Albani_Kirke_(Saint_Alban's_Church)_in_2024.jpg
phitsanulok,9,Thai Bird Garden,images/landmarks/phitsanulok-thai-bird-garden.webp,461,665,0.693,https://en.wikipedia.org/wiki/Dance%20in%20Thailand
cadiz,1,Torre Tavira,images/landmarks/cadiz-torre-tavira.webp,1111,1600,0.694,https://commons.wikimedia.org/w/index.php?search=Torre%20Tavira%20Cadiz&title=Special:MediaSearch
vaduz,3,Vaduz City Hall (Rathaus),images/landmarks/vaduz-vaduz-city-hall.webp,1111,1600,0.694,https://commons.wikimedia.org/wiki/File:Vaduz_City_Hall.jpg
bukhara,5,Chor Minor,images/landmarks/bukhara-chor-minor.webp,1112,1600,0.695,https://en.wikipedia.org/wiki/Chor_Minor
hyderabad,6,Mecca Masjid,images/landmarks/hyderabad-mecca-masjid.webp,1113,1600,0.696,https://commons.wikimedia.org/wiki/File:Minaret_of_the_Mecca_Masjid.jpg
jasper,3,Athabasca Falls,images/landmarks/jasper-athabasca-falls.webp,1113,1600,0.696,https://commons.wikimedia.org/wiki/File:Athabasca_Falls_-_Jasper.jpg
naples,0,Naples Cathedral (Duomo di San Gennaro),images/landmarks/naples-naples-cathedral-duomo-di-san-gennaro.webp,1115,1600,0.697,"https://commons.wikimedia.org/wiki/File:Naples_Cathedral_-_Duomo_di_Napoli,_Fa%C3%A7ade_(5315-Pan).jpg"
pyongyang,0,Juche Tower,images/landmarks/pyongyang-juche-tower.webp,1115,1600,0.697,https://commons.wikimedia.org/wiki/File:Juche-Tower-2014.jpg
andorra-la-vella,1,Santuari de Meritxell,images/landmarks/andorra-la-vella-santuari-de-meritxell.webp,1117,1600,0.698,https://commons.wikimedia.org/wiki/File:Saint_Mary_church_in_Meritxell_(9).jpg
sochi,3,Sochi Marine Terminal (Morskoy Vokzal),images/landmarks/sochi-sochi-marine-terminal.webp,1117,1600,0.698,"https://commons.wikimedia.org/wiki/File:Morskoi_vokzal_Sochi,_Russia.jpg"
tbilisi,2,Abanotubani Sulfur Bathhouses,images/landmarks/tbilisi-abanotubani-sulfur-bathhouses.webp,294,421,0.698,https://commons.wikimedia.org/wiki/File:Old_Tbilisi._Abanotubani._Sulphur_Baths.jpg
vilnius,3,St. Anne's Church,images/landmarks/vilnius-st-annes-church.webp,1118,1600,0.699,"https://commons.wikimedia.org/wiki/File:St._Anne%27s_Church_Exterior_3,_Vilnius,_Lithuania_-_Diliff.jpg"
gilgit,4,Chinese Memorial (Danyor Cemetery),images/landmarks/gilgit-chinese-memorial.webp,504,720,0.7,https://commons.wikimedia.org/wiki/File:Chinese_Grave_Yard.jpg
kerman,3,Shah Nematollah Vali Shrine (Mahan),images/landmarks/kerman-shah-nematollah-vali-shrine.webp,1120,1600,0.7,https://commons.wikimedia.org/wiki/File:Shah_Nematollah_Vali_Shrine_08.jpg
gent,1,St Bavo's Cathedral and the Ghent Altarpiece,images/landmarks/gent-st-bavos-altarpiece.webp,1121,1600,0.701,"https://commons.wikimedia.org/wiki/File:Ghent_Altarpiece_(closed,_after_restoration).jpg"
