city,idx,name,current_img,current,current_ratio,tier,proposed_file,proposed,proposed_ratio,alternates
brno,6,Capuchin Crypt,images/landmarks/brno-capuchin-crypt.webp,600x800,0.75,strong,File:Capuchin Crypt in Brno (Loreto Ars Moriendi exhibition) 02(js).jpg,5472x3648,1.5,File:Capuchin Crypt in Brno (Loreto Ars Moriendi exhibition) 01(js).jpg | File:Capuchin Crypt in Brno 2013p.jpg | File:Capuchin Crypt in Brno 2013g.jpg
bujumbura,4,Place de l'Indépendance,images/landmarks/bujumbura-place-de-l-independance.webp,1200x1600,0.75,good,File:7th CSC Soldiers from 2500th DLD support MEDRETE 15-1 150128-A-NP785-010.jpg,5616x3744,1.5,File:Boys fishing along Lac Tanganyika (6908390147).jpg | File:Bujumbura (463863235).jpg | File:Bujumbura - Flickr - Dave Proffer.jpg
cancun,7,Xel-Há Park,images/landmarks/cancun-xel-ha-park.webp,1200x1600,0.75,strong,File:Xel-Ha.jpg,3872x2578,1.502,File:Mexico-7138 - Bye to El-Rey (4764230865).jpg
cali,0,Cristo Rey,images/landmarks/cali-cristo-rey.webp,1200x1600,0.75,strong,"File:Estatua de Cristo Rey - Cali, Colombia.jpg",4896x3264,1.5,File:Cristo Rey de Cali 02.jpg | File:Cristo Rey de Cali 01.jpg | File:Cristo Rey de Cali 05.jpg
calabar,7,Tinapa Business and Leisure Resort,images/landmarks/calabar-tinapa-business-leisure-resort.webp,1200x1600,0.75,good,File:Boys Fishing 2.jpg,4774x3183,1.5,File:IYAKE suspended lake in Ado Awaye.jpg | File:Surviving Alone.jpg | File:Lake Lennar.jpg
calabar,3,Drill Ranch (Pandrillus Drill Monkey Sanctuary),images/landmarks/calabar-drill-ranch-pandrillus.webp,1200x1600,0.75,good,File:A 200 year old chair in calabar.jpg,6048x4032,1.5,"File:Beach area, calabar.jpg | File:Beach area, calabar 2.jpg | File:Takamanda Zoo Osnabrück2.jpg"
casablanca,2,Rick's Café,images/landmarks/casablanca-ricks-cafe.webp,1200x1600,0.75,strong,File:Rick's Cafe Casablanca.JPG,5184x3456,1.5,"File:Rick's Cafe (of movie fame) in Casablanca, Morocco - panoramio.jpg | File:Rick's Café.jpg | File:Secretary Kerry Views 'Casablanca' During Visit to Rick's Cafe in Morocco.jpg"
cebu-city,8,Casa Gorordo Museum,images/landmarks/cebu-city-casa-gorordo-museum.webp,1200x1600,0.75,strong,File:Casa Gorordo Cebu.jpg,7302x4868,1.5,File:Casa Gorordo Musueum22.jpg | File:Casa Gorordo Musueum23.jpg | File:Casa Gorordo Musueum24.jpg
caracas,3,Catedral de Caracas,images/landmarks/caracas-catedral.webp,1200x1600,0.75,strong,File:Catedral Caracas.JPG,4608x3456,1.333,"File:Catedral de Caracas, relieves y losas conmemorativas 01.jpg | File:Catedral de Caracas, relieves y losas conmemorativas 02.jpg | File:Catedral de Caracas, Centro de Caracas..jpg"
castries,9,Diamond Falls Botanical Gardens,images/landmarks/castries-diamond-falls-botanical-gardens.webp,1200x1600,0.75,strong,File:Waterfall in St. Lucia Botanical Gardens.JPG,2592x1936,1.339,File:En Bas Saut Falls Trail St. Lucia (52731480472).jpg | File:RAINFOREST ST LUCIA 2012 01 0106.jpg | File:Rainforest St Lucia 0099.jpg
casablanca,7,Old Medina,images/landmarks/casablanca-old-medina.webp,1200x1599,0.75,strong,File:Balustrade Médina Casablanca.JPG,3872x2592,1.494,"File:Medina, Casablanca (335623717).jpg | File:Jamaa Ould al Hamra, Ancienne Médina, Casablanca.jpg | File:Jamaa Ould al Hamra, Ancienne Médina.jpg"
cesme,0,Çeşme Castle (Çeşme Kalesi),images/landmarks/cesme-castle.webp,1200x1600,0.75,good,"File:Germiyan Köyü,Çeşme, İzmir, 2020 01.jpg",3648x2736,1.333,"File:Germiyan Köyü,Çeşme, İzmir, 2020 05.jpg | File:Germiyan Köyü,Çeşme, İzmir, 2020 06.jpg | File:Germiyan Köyü,Çeşme, İzmir, 2020 07.jpg"
charlotte-amalie,2,99 Steps,images/landmarks/charlotte-amalie-99-steps.webp,768x1024,0.75,strong,"File:99 Steps east entrance, as taken on 5th October 2020.jpg",4000x3000,1.333,"File:Qianshan Road in front of the east entrance of 99 Steps, as taken on 5th October 2020.jpg | File:Noon view of 99 Steps east entrance, as taken on 5th October 2020.jpg | File:99 Steps, as taken on 5th October 2020.jpg"
chennai,4,Valluvar Kottam,images/landmarks/chennai-valluvar-kottam.webp,1200x1600,0.75,strong,File:Outside valluvar kottam.jpg,4288x3216,1.333,File:Valluvar-Kottam-Courtyard-Chennai-India.jpg | File:Three-Virtues-Valluvar-Kottam-Chennai-India.jpg | File:Valluvar Kottam Thirukkural Gallery.jpg
charleston,9,Nathaniel Russell House,images/landmarks/charleston-nathaniel-russell-house.webp,1200x1600,0.75,good,"File:Alicia's Garden, Memminger Elementary School, Charleston.jpg",5184x3456,1.5,"File:DUBOSE HEYWARD HOUSE.jpg | File:Charleston, SC, USA - panoramio - Tom Key (61).jpg | File:30 Race Street (2025).jpg"
charlotte-amalie,6,Blackbeard's Castle (Skytsborg Tower),images/landmarks/charlotte-amalie-blackbeards-castle.webp,720x960,0.75,strong,File:Blackbeard's Castle.png,4032x3024,1.333,File:USVI St. Thomas - Charlotte Amalie - Blackbeard Castle.JPG
chisinau,3,Chișinău Water Tower,images/landmarks/chisinau-water-tower.webp,1200x1600,0.75,strong,File:Chișinău Water Tower 01.jpg,4128x2322,1.778,File:Chișinău Water Tower 03.jpg | File:Chișinău Water Tower 04.jpg | File:Chișinău Water Tower 06.jpg
cluj-napoca,9,Tailors' Bastion (Bastionul Croitorilor),images/landmarks/cluj-napoca-tailors-bastion-bastionul-croitorilor.webp,1200x1600,0.75,strong,"File:Cluj City Walls, Tailors Bastion 2012-001.JPG",4928x3264,1.51,"File:Cluj City Walls, Tailors Bastion 2012-002.JPG | File:Cluj City Walls, Tailors Bastion 2012-007.JPG | File:Cluj City Walls, Tailors Bastion 2012-014.JPG"
constanta,4,Genoese Lighthouse,images/landmarks/constanta-genoese-lighthouse.webp,1200x1600,0.75,strong,"File:Farul Genovez (Genoese Lighthouse) - Constanța, Romania.jpg",2048x1360,1.506,File:Farul Genovez CT-II-m-A-02800 (2).jpg | File:Farul „Genovez” 20180817 103305 03.jpg | File:Farul „Genovez” 20180817 103305 01.jpg
conakry,6,Camayenne Botanical Garden,images/landmarks/conakry-camayenne-botanical-garden.webp,1200x1600,0.75,good,"File:Camayenne, jardin botanique - btv1b53207132p.jpg",4606x3033,1.519,
cork,0,The English Market,images/landmarks/cork-the-english-market.webp,480x640,0.75,strong,"File:English Market, Grand Parade, Cork, 2018.jpg",3550x2536,1.4,File:English Market.jpg | File:Drisheen.jpg | File:A fantastic food market in Cork.jpg
cienfuegos,4,Catedral de la Purísima Concepción,images/landmarks/cienfuegos-catedral-purisima-concepcion.webp,1200x1600,0.75,strong,"File:A nuestra derecha la Catedral de la Purísima Concepción, a nuestra iquierda el parque José Martí - panoramio.jpg",3968x2864,1.385,"File:Cathédrale de Purisima Concepcion, parque Jose Marti.jpg | File:Cathédrale de la prurisima concepcion.JPG | File:Cathedral de la Purisma Concepción, Cienfuegos, Cuba.jpg"
conakry,3,Cathédrale Sainte-Marie de Conakry,images/landmarks/conakry-cathedrale-sainte-marie-de-conakry.webp,1280x1707,0.75,strong,File:Cathedrale Sainte-Marie Oloron portail avaleur.jpg,4006x2626,1.526,"File:(Auch) Pietà, chapelle Sainte-Thérèse-d’Avila (cathédrale Sainte-Marie d’Auch).jpg | File:(Auch) West facade of Cathédrale Sainte-Marie d'Auch.jpg | File:(Auch) Cathédrale Sainte-Marie d'Auch - Chapelle Saint-Jean-Baptiste - Tableau du retable.jpg"
corfu,5,Church of Saint Spyridon,images/landmarks/corfu-church-of-saint-spyridon.webp,1200x1600,0.75,good,File:Akoli Valey April 2010 - panoramio.jpg,3648x2736,1.333,"File:Akoli Valey April 2010 - panoramio - Filippos Parginos.jpg | File:Akoli Valey April 2010 - panoramio - Filippos Parginos (1).jpg | File:Thinali, Greece - panoramio - Filippos Parginos (2).jpg"
coimbra,2,Sé Velha (Old Cathedral),images/landmarks/coimbra-s-velha.webp,1200x1600,0.75,strong,File:Sé Velha - Claustro (1).jpg,4032x3024,1.333,File:Sé Velha - Claustro (2).jpg | File:Sé Velha - Claustro (3).jpg | File:Sé Velha - Claustro (5).jpg
cuiaba,6,SESC Arsenal,images/landmarks/cuiaba-sesc-arsenal.webp,1200x1600,0.75,strong,"File:Sesc Arsenal, noite nublada. (7158844083).jpg",4288x2848,1.506,File:Sesc Arsenal Cuiabá - MT (7617570446).jpg | File:SESC Arsenal.jpg | File:SESC Arsenal--Arsenal de Guerra Cuiabá 2024-3492.jpg
da-nang,7,Da Nang Cathedral (Pink Church),images/landmarks/da-nang-cathedral-pink-church.webp,1200x1600,0.75,strong,File:Da Nang Cathedral in 2015 05.jpg,3072x1728,1.778,File:Da Nang Cathedral in 2015 06.jpg | File:Da Nang Cathedral in 2015 07.jpg | File:Da Nang Cathedral in 2015 08.jpg
dakar,8,Théodore Monod Museum of African Art (IFAN),images/landmarks/dakar-theodore-monod-museum-ifan.webp,1200x1600,0.75,strong,File:Musée d'art africain Théodore Monod.jpg,5184x3888,1.333,File:1-Musée Théodor Modor - IFAN - Dakar - Sénégal.jpg | File:3-Musée Théodor Modor - IFAN - Dakar - Sénégal.jpg | File:IFAN - escalier secondaire.JPG
dakar,1,Gorée Island (House of Slaves),images/landmarks/dakar-goree-island-house-of-slaves.webp,1200x1600,0.75,strong,"File:SECNAV visits Goree Island, Senegal. (9568002153).jpg",4200x2803,1.498,"File:Sayings on the wall of the former slave-holding building on Gorée Island, Sénégal (West Africa) (651220420).jpg | File:Gorée 2024 - Maison des esclaves - 08.jpg | File:Gorée 2024 - Maison des esclaves - 09.jpg"
cyangugu,1,Lake Kivu Shoreline,images/landmarks/cyangugu-lake-kivu-shoreline.webp,1200x1600,0.75,strong,File:Kivu Lake - 6295753032.jpg,4608x3072,1.5,"File:Boating on lake Kivu.jpg | File:Fisher men in lake kivu, RWANDA.jpg | File:Shore of Lake Kivu - Karongi-Kibuye - Western Rwanda - 02.jpg"
cyangugu,9,Kamembe Town and Market,images/landmarks/cyangugu-kamembe-town-market.webp,1200x1600,0.75,good,File:Carrying goods on head Africa.jpg,6000x4000,1.5,File:Abagore bavuye gutashya.jpg | File:Abagore bavuye gutashya1.jpg | File:HO2A0819.jpg
dakar,6,Museum of Black Civilizations,images/landmarks/dakar-museum-of-black-civilizations.webp,720x960,0.75,good,File:Musée des civilisations noires 02.jpg,4032x3024,1.333,File:Musée des civilisations noires 01.jpg | File:Musée des civilisations noires 2022.jpg
dali,1,Dali Ancient Town,images/landmarks/dali-ancient-town.webp,1200x1600,0.75,strong,File:Dali Ancient Town 20260220-8.jpg,4608x3456,1.333,File:Dali Ancient Town 20260220-9.jpg | File:Dali Ancient Town 20260220-7.jpg | File:20260223 Dali Old Town 04.jpg
dallas,2,The Sixth Floor Museum at Dealey Plaza,images/landmarks/dallas-sixth-floor-museum-dealey-plaza.webp,1200x1600,0.75,strong,File:View from the seventh floor of The Sixth Floor Museum August 2015.jpg,6000x4000,1.5,"File:View, in 2014, of Dealey Plaza and the Texas School Book Depository in Dallas, Texas.jpg | File:Visitors Watch Video - Sixth Floor Museum (Kennedy Assassination) - Dallas - Texas - USA (20103498901).jpg"
dar-es-salaam,3,National Museum of Tanzania,images/landmarks/dar-es-salaam-national-museum.webp,960x1280,0.75,good,File:Dar es Salaam National Museum 08.jpg,4000x3000,1.333,File:Dar es Salaam National Museum 11.jpg | File:Dar es Salaam National Museum 18.jpg | File:Dar es Salaam National Museum 24.jpg
darwin,8,WWII Oil Storage Tunnels,images/landmarks/darwin-wwii-oil-storage-tunnels.webp,1200x1600,0.75,good,File:AU-Darwin-parl.jpg,4928x3264,1.51,"File:AU-Darwin-sweetheart-saltir.jpg | File:AU-Darwin-visitor-centre.jpg | File:Chinese Temple in Darwin, Australia.jpg"
denver,8,16th Street Mall,images/landmarks/denver-16th-street-mall.webp,768x1024,0.75,strong,"File:Intersection of 16th Street Mall and Lawrence Street in Denver, CO.jpg",3264x2448,1.333,"File:Free MetroRide, Mall Shuttle, 16th Street Mall, Denver, CO.jpg | File:Illegal Pete's Denver LoDo.JPG | File:US-CO - Denver - North America - Road Trip - The West - Rocky Mountains (4892397952).jpg"
edirne,9,Macedonian Tower (Makedonya Kulesi),images/landmarks/edirne-macedonian-tower-makedonya-kulesi.webp,1200x1600,0.75,good,File:Makedon Kulesi IMG 4048.jpg,5184x3456,1.5,File:Makedon Kulesi IMG 4067.jpg | File:Makedon Kulesi IMG 4044.jpg | File:Makedon Kulesi IMG 4073.jpg
edinburgh,6,Scott Monument,images/landmarks/edinburgh-scott-monument.webp,1200x1600,0.75,strong,File:City of Edinburgh - Scott Monument - 20230412113841.jpg,5946x3969,1.498,"File:City of Edinburgh - Scott Monument - 20230412114024.jpg | File:City of Edinburgh - Scott Monument - 20230412114258.jpg | File:2017-08-17 Scott Monument - Edinburgh, Scotland.jpg"
el-nido,2,Nacpan Beach,images/landmarks/el-nido-nacpan-beach.webp,1200x1600,0.75,strong,"File:Nacpan Beach, El Nido, Philippines (36287025363).jpg",4608x3093,1.49,"File:Nacpan Beach, El Nido, Philippines (37099953655).jpg | File:Nacpan Beach, El Nido, Philippines (36958342541).jpg | File:Nacpan Beach, El Nido, Philippines (36703741440).jpg"
el-chalten,3,Laguna Torre,images/landmarks/el-chalten-laguna-torre.webp,1200x1600,0.75,strong,"File:Laguna Torre, El Chalten, Argentina.JPG",4928x3264,1.51,File:Laguna Torre - El Chaltén.jpg | File:Laguna Torre reflection.jpg | File:ISS060-E-58870 - View of Argentina - Cerro Huemul - Viedma Glacier - El Chaltén - Rio de Las Vueltas - Rio Fitz Roy - Laguna Torre - Cerro Grande - Monte Fitz Roy (cropped).jpg
erfurt,5,Old Synagogue (Alte Synagoge),images/landmarks/erfurt-old-synagogue.webp,1200x1600,0.75,strong,File:Erfurt Alte Synagoge 688.jpg,4896x3264,1.5,"File:Erfurt Alte Synagoge 689.jpg | File:Erfurt, Waagegasse 8, Alte Synagoge-002.jpg | File:Erfurt, Waagegasse 8, Alte Synagoge-003.jpg"
enshi,1,Tenglong Cave,images/landmarks/enshi-tenglong-cave.webp,1200x1600,0.75,strong,File:Baishiya Karst Cave.jpg,5355x3575,1.498,File:亚洲最大的溶洞-腾龙洞 - panoramio (1).jpg | File:湖北省 恩施州 利川市 谋道镇 苏马蕩 - panoramio.jpg | File:湖北 恩施 利川市 谋道镇 苏马蕩 - panoramio.jpg
fes,0,Fes el-Bali (Old Medina),images/landmarks/fes-fes-el-bali.webp,1200x1600,0.75,strong,File:Fes el Bali(js).jpg,5610x3681,1.524,File:Fes el Bali from nord(js).jpg | File:Fes medina 033 0A.jpg | File:Fes medina Dar Demana DSCF8753.jpg
frankfurt-am-main,8,Goethe House (Goethehaus),images/landmarks/frankfurt-am-main-goethehaus.webp,1200x1600,0.75,strong,"File:Frankfurt, Goethehaus vor 1755.jpg",4900x3448,1.421,File:Giebel des Goethe-Hauses in Frankfurt am Main.JPG | File:Altstadt - Goethe House - 20180701112103.jpg | File:Maison Goethe - Francfort-sur-le-Main (DE71) - 2025-11-29 - 3.jpg
fort-de-france,4,Grand Marché Couvert (Spice Market),images/landmarks/fort-de-france-grand-marche-couvert.webp,1200x1600,0.75,good,File:Marché de Fort-de-France 2009.JPG,3264x2448,1.333,File:Grand Marché de Fort-de-France (Martinique) - 02.jpg | File:Grand Marché de Fort-de-France (Martinique) - 01.jpg
fes,5,Al-Attarine Madrasa,images/landmarks/fes-al-attarine-madrasa.webp,1200x1600,0.75,strong,File:Al-Attarine Madrasa DSC 0449 (39977440582).jpg,6000x4000,1.5,File:Al-Attarine Madrasa YAC 2017.jpg | File:Al-Attarine Madrasa IMG 5562 (18311702245).jpg | File:Al-Attarine Madrasa IMG 5566 (18311710805).jpg
florianopolis,5,Santo Antônio de Lisboa,images/landmarks/florianopolis-santo-antonio-de-lisboa.webp,1200x1600,0.75,strong,"File:Santo Antonio de Lisboa, Florianópolis 01.jpg",5356x3571,1.5,"File:Santo Antonio de Lisboa, Florianópolis 02.jpg | File:Santo Antonio de Lisboa, Florianópolis 03.jpg | File:Santo Antonio de Lisboa, Florianópolis 05.jpg"
geneva,6,Bains des Pâquis,images/landmarks/geneva-bains-des-paquis.webp,1200x1600,0.75,good,"File:Busan, South Korea (Unsplash).jpg",4320x2880,1.5,"File:Activity Center Park, Centerville, United States (Unsplash).jpg | File:Alcobaca-146-Klosterkirche-Fuesse-2011-gje.jpg | File:Anta de Pêra do Moço-08-2011-gje.jpg"
genoa,5,The Caruggi (Historic Centre Alleys),images/landmarks/genoa-caruggi.webp,1200x1600,0.75,good,File:Fermata Genova Via di Francia.jpg,2590x1561,1.659,File:Genova-Cornigliano-DSCF7804.JPG | File:Genova-Pegli-DSCF7798.JPG | File:Genova-Pra'-DSCF7786.JPG
gent,2,Belfry of Ghent (Het Belfort),images/landmarks/gent-belfry.webp,1200x1600,0.75,strong,File:Belfry of Ghent 20180628-1.jpg,5184x3456,1.5,File:Belfort van Gent 07.jpg | File:24555-Belfort Gent (3).jpg | File:BELGIUM - GHENT - Center (121).jpg
gilgit,1,Raja Bazaar (Gilgit Bazaar),images/landmarks/gilgit-raja-bazaar.webp,1200x1600,0.75,good,"File:Nagar Hunza Gilgit Baltistan , Pakistan.jpg",5184x3456,1.5,"File:The Central Imaamia Mosque Gilgit City, GB.jpg | File:Yadgar e Shohda e Gilgit-Baltistan.jpg | File:Sectarian divide of Gilgit-Baltistan.png"
gibraltar,4,Europa Point and Trinity Lighthouse,images/landmarks/gibraltar-europa-point.webp,1200x1600,0.75,strong,"File:Europa Point Lighthouse, Gibraltar 20.JPG",5184x3456,1.5,"File:Europa Point Lighthouse, Gibraltar 21.JPG | File:Europa Point Lighthouse, Gibraltar, 13 July 2016 (3).JPG | File:Gibraltar © Europa Point Lighthouse.jpg"
georgetown,6,Promenade Gardens,images/landmarks/georgetown-promenade-gardens.webp,1200x1600,0.75,good,File:Downtown Georgetown (23357530030).jpg,5472x3648,1.5,File:20250702 Drinking water fountain Taborno 01.jpg | File:20250702 Drinking water fountain Taborno 02.jpg | File:Drinking fontain2.jpg
girona,2,El Call (Jewish Quarter),images/landmarks/girona-el-call-jewish-quarter.webp,1200x1600,0.75,good,File:Girona - 20110123 (2).jpg,4000x3000,1.333,File:Girona - panoramio (25).jpg | File:Girona 025.JPG
gondar,8,Qusquam Debre Tsehay Church,images/landmarks/gondar-qusquam-debre-tsehay.webp,1200x1600,0.75,good,File:ET Gondar asv2018-02 img38 Kusquam.jpg,6358x3974,1.6,File:Kuskuam Palace 092018 - 1.jpg | File:Kuskuam Palace 092018 - 4.jpg | File:ET Gondar asv2018-02 img32 Kusquam.jpg
gisenyi,1,Gisenyi Waterfront Corniche,images/landmarks/gisenyi-waterfront-corniche.webp,1200x1600,0.75,good,"File:Gisenyi beach at lac kivu , Rwanda.jpg",4464x2976,1.5,"File:Chameleon at Palm Beach Gisenyi.jpg | File:A clear warm afternoon at Gisenyi Serena hotel.jpg | File:Lake Kivu at Gisenyi, Rwanda.jpg"
glasgow,8,Kibble Palace (Botanic Gardens),images/landmarks/glasgow-kibble-palace.webp,1200x1600,0.75,strong,File:Glasgow Botanic Gardens - Kibble Palace 11092018.jpg,5187x3458,1.5,"File:Glasgow City - Kibble Palace, Botanic Gardens, 703 Great Western Road, Glasgow - 20240517012052.jpg | File:Glasgow City - 703 Great Western Road, Botanic Gardens, Kibble Palace - 20200207085445.jpg | File:Glasgow - 703 Great Western Road, Botanic Gardens, Kibble Palace - 20160407155121.jpg"
gondar,6,Wolleka Falasha Village,images/landmarks/gondar-wolleka-falasha-village.webp,1200x1600,0.75,weak,File:Wolleka.jpg,1818x1228,1.48,File:Mechanic at metal workshop 2.jpg | File:Abraham and Jehuda Cresques Catalan Atlas. Eastern Europe view from the south.C.jpg | File:Armenian Quarter P1130574.JPG
guayaquil,5,Municipal Palace of Guayaquil,images/landmarks/guayaquil-municipal-palace.webp,1200x1600,0.75,strong,File:2022-05-20 Palacio Municipal Guayaquil 01.jpg,4032x3024,1.333,File:2022-05-20 Palacio Municipal Guayaquil 07.jpg | File:SageoEG - Portón Sur del Palacio Municipal de Guayaquil.jpg | File:Orgullo Guayaquil 2024 - Orgullo LGBT+ Ecuador (18).jpg
goma,4,Lac Vert (Green Lake),images/landmarks/goma-lac-vert.webp,1200x1600,0.75,strong,"File:Une femme de retour du lac Vert à Goma, dans le Nord-Kivu. (24062512725).jpg",5760x3840,1.5,File:Paysanne cultivant son champ de manioc sur les hauteurs du lac vert (23983084781).jpg | File:Lac vert RDC.jpg | File:Photo of the day 21.10.20156 (22853989790).jpg
gustavia,5,St. Bartholomew's Anglican Church,images/landmarks/gustavia-st-bartholomews-anglican-church.webp,1200x1600,0.75,strong,File:St Bartholomew's Church 2023.jpg,4032x3024,1.333,"File:2021-06-29 15-28-55 - Fontainebleau - Hôtel des Quatre Secrétaires.jpg | File:Hôtel des Ingénieurs des Tréfileries (Le Havre), pièce et couloir.jpg | File:Chambord Château de Chambord Innen Appartement de Parade 2.jpg"
